D_MUNICIPIO,D_ESTACION,F_FECHA,x,y,Contaminante,Registro_contaminante,id
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-03,37.34081591397662,-5.830987308079198,NO2,6.583333333333334,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-03,37.34081591397662,-5.830987308079198,O3,44.3125,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-03,37.34081591397662,-5.830987308079198,SO2,4.125,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-04,37.34081591397662,-5.830987308079198,PM10,23.644666666666666,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-04,37.34081591397662,-5.830987308079198,PM25,NA,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-04,37.34081591397662,-5.830987308079198,NO2,11.291666666666668,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-04,37.34081591397662,-5.830987308079198,O3,41.359375,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-04,37.34081591397662,-5.830987308079198,SO2,4.166666666666667,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-05,37.34081591397662,-5.830987308079198,PM10,22.911291666666667,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-05,37.34081591397662,-5.830987308079198,PM25,NA,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-05,37.34081591397662,-5.830987308079198,NO2,6.25,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-05,37.34081591397662,-5.830987308079198,O3,40.703125,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-05,37.34081591397662,-5.830987308079198,SO2,4,1
ALCALÁ DE GUADAÍRA,ALCALÁ DE GUADAÍRA,2024-10-06,37.34081591397662,-5.830987308079198,PM10,23.127833333333335,1
